PomBaseIDs,medium,replicate,proteome_fraction
SPAC1071.10c,Gly,1,0.00854114602134877
SPBC16H5.02,Gly,1,0.007292636142220719
SPAC24C9.12c,Gly,1,0.007177724299127786
SPBC32H8.12c,Gly,1,0.004333749485190325
SPCC1223.02,Gly,1,0.0021595812899631904
SPAC12G12.04,Gly,1,0.005027227742875569
SPBP8B7.03c,Gly,1,0.00423810957876212
SPBC14F5.05c,Gly,1,0.003591000221363971
SPAC4A8.11c,Gly,1,0.004272920597507522
SPCC1020.06c,Gly,1,0.00431997874073942
SPBC2G5.05,Gly,1,0.007272093309915175
SPAC6B12.15,Gly,1,0.002207308376657166
SPAC922.03,Gly,1,0.01121478960765393
SPAC9E9.09c,Gly,1,0.0019603916488482413
SPAC821.10c,Gly,1,0.004233646361448777
SPCC330.06c,Gly,1,0.0037647782368704233
SPAC4F8.07c,Gly,1,0.00428166468067977
SPBC215.08c,Gly,1,0.005355042317614357
SPAC23C11.05,Gly,1,0.0021398117244127257
SPBC428.02c,Gly,1,0.00461090209316104
SPBC17G9.11c,Gly,1,0.004611997071580709
SPAC8E11.02c,Gly,1,0.0022870478198746638
SPAC926.09c,Gly,1,0.003730812076316289
SPCC576.03c,Gly,1,0.0026759979375559073
SPCC794.12c,Gly,1,0.0015718778554155498
SPBC1709.05,Gly,1,0.0016909645664791994
SPBC215.05,Gly,1,0.0018360796774910522
SPAC25B8.12c,Gly,1,0.0018891641580130614
SPAC17A5.03;SPAPB8E5.06c,Gly,1,0.0019721710902977476
SPBC28F2.03,Gly,1,0.0021157801969900925
SPBC16G5.14c,Gly,1,0.001691186495196667
SPBC24C6.04,Gly,1,0.003224203642378262
SPAC22H12.04c,Gly,1,0.0013544402402614485
SPAC589.10c;SPAC6G10.11c;SPBC337.08c,Gly,1,0.0026541208216962083
SPBC119.10,Gly,1,0.004036230129096342
SPBC428.05c,Gly,1,0.00488928541396396
SPAC664.11,Gly,1,0.0025566722129167544
SPBC2G2.04c,Gly,1,0.003842365880096052
SPBC3B8.03,Gly,1,0.0036378525912364296
SPCC132.04c,Gly,1,0.005825769305148889
SPAC144.03,Gly,1,0.003080572835723289
SPAC110.04c,Gly,1,0.001693119328411305
SPAC1006.07,Gly,1,0.0023180763891053496
SPCC576.08c,Gly,1,0.001414594298479449
SPBC11C11.09c;SPAC3H5.12c,Gly,1,0.003001284451696812
SPAC24H6.07,Gly,1,0.0011787618682207607
SPCC1259.01c;SPBC16D10.11c,Gly,1,0.0012326860136953931
SPAC26H5.10c,Gly,1,0.0028544422299938343
SPBC27.08c,Gly,1,0.0022484708982098427
SPAC31G5.03;SPAC144.11,Gly,1,8.811684985082647e-4
SPBC18H10.12c,Gly,1,0.001457151219559919
SPAC227.18,Gly,1,0.004267091934716199
SPBC839.04;SPBC2F12.07c;SPAC1F7.13c,Gly,1,0.001671350409342759
SPBP8B7.05c,Gly,1,0.0028412629067108646
SPBC1105.02c,Gly,1,0.002246821516645301
SPAC328.10c,Gly,1,0.0017964555407487402
SPBC19F8.08,Gly,1,0.0012424406602397652
SPCPB16A4.03c,Gly,1,0.0029543899727328877
SPAC3A12.10;SPAC26A3.04,Gly,1,0.0012972578758001258
SPCC622.12c,Gly,1,0.0015433377396162334
SPBC4F6.04,Gly,1,0.0017553900659742648
SPBP16F5.03c,Gly,1,1.9754078286140365e-5
SPAC521.05;SPAC2C4.16c,Gly,1,0.0013190648630024672
SPAC56E4.04c,Gly,1,0.002071918930728343
SPBC530.10c,Gly,1,0.0023445511808088825
SPAC17G8.06c,Gly,1,0.0029363925874100754
SPAC29A4.02c,Gly,1,0.0015325495364113622
SPBC25D12.04,Gly,1,0.0024307437289094774
SPAC1039.06,Gly,1,0.0038953813109781376
SPBC29A3.04,Gly,1,0.001311927768220183
SPBC18E5.04,Gly,1,0.001602903880358013
SPAC56E4.03,Gly,1,0.004285437194761437
SPAC3A11.07,Gly,1,0.002490529655285599
SPBC4F6.18c,Gly,1,0.0015773405792872622
SPAC3C7.14c,Gly,1,0.0011891104004786634
SPAC22A12.15c,Gly,1,0.001691224547880328
SPAP7G5.04c,Gly,1,0.0020620960543979413
SPAC1565.08,Gly,1,0.0016266252792311556
SPAC24C9.06c,Gly,1,0.0024922182004482865
SPAC24H6.04,Gly,1,0.0036773467400193303
SPCC777.09c,Gly,1,0.0025232544025436403
SPCC1450.04,Gly,1,9.42541176090553e-4
SPBC215.09c,Gly,1,9.88005895402695e-4
SPAC6G10.08,Gly,1,0.002259911712589807
SPAC6F6.07c,Gly,1,0.0017082652853169392
SPBC1703.07,Gly,1,0.0019866609562593615
SPAC14C4.14,Gly,1,0.002357402126441958
SPCC1322.04,Gly,1,0.0024044382706763724
SPAC1783.08c,Gly,1,0.0010476453288397918
SPAC23H4.06,Gly,1,0.0023080920788085997
SPBC17G9.10;SPAC26A3.07c,Gly,1,0.0015013505870882565
SPCC364.07,Gly,1,0.0021806335206679636
SPAC5D6.01;SPAC22A12.04c,Gly,1,6.824032202476769e-4
SPBC18H10.13;SPAC3H5.05c,Gly,1,6.868355871318363e-4
SPAC7D4.07c,Gly,1,0.0017042158076447417
SPBP8B7.06,Gly,1,0.0017812326057924
SPAC9E9.11;SPCC1281.04,Gly,1,0.0014748864485014254
SPBC8D2.06,Gly,1,0.0018526654787497502
SPCC1827.06c,Gly,1,0.0011388499478100895
SPAC20G4.06c,Gly,1,0.0013231561183358331
SPAPJ698.02c,Gly,1,0.0012051519308901514
SPAC26F1.07,Gly,1,0.0015005631211614907
SPAC1834.02,Gly,1,0.0013620361217937923
SPAC10F6.06,Gly,1,0.0027393241051822097
SPCC622.18,Gly,1,0.0010505102422337456
SPAC1002.09c,Gly,1,0.0012547359313314441
SPAC19A8.15,Gly,1,0.001996006440887823
SPAPB1E7.07,Gly,1,8.006320077888623e-4
SPCC576.09,Gly,1,7.836660310595095e-4
SPAC10F6.01c,Gly,1,0.0014070631355655489
SPBC25H2.05,Gly,1,6.246047044359289e-4
SPAC3C7.11c,Gly,1,0.001553828162666746
SPAC6F12.13c,Gly,1,0.0015243493104214422
SPBC25H2.02,Gly,1,0.0013887795484687593
SPBC1685.10,Gly,1,0.0016063465804256993
SPAC3A12.18,Gly,1,0.0014199824709683017
SPAC26A3.05,Gly,1,0.001638763873502635
SPAC57A7.04c,Gly,1,8.050047137307552e-4
SPAC23H4.10c,Gly,1,0.0011394472487508572
SPAPB1E7.12,Gly,1,8.6411597361607e-4
SPCC965.07c;SPCC191.09c,Gly,1,0.0013193700181039316
SPAC22A12.11,Gly,1,0.0011238095173143551
SPAC664.05,Gly,1,0.0014899883814957402
SPAC4G9.16c,Gly,1,9.832513550942904e-4
SPAC18G6.14c,Gly,1,0.001198990419877855
SPBC1A4.02c,Gly,1,0.0012494127475891873
SPAC22G7.06c,Gly,1,9.623233484521034e-4
SPBC1703.13c,Gly,1,0.0014298207595551187
SPAC4G9.03,Gly,1,8.576086013827034e-4
SPCC31H12.04c;SPCC16C4.13c,Gly,1,7.049829533860582e-4
SPBC12C2.07c,Gly,1,0.0014896319543764682
SPCC18.14c,Gly,1,0.0013907245264856323
SPAC977.14c;SPAC750.01,Gly,1,2.798617909897836e-4
SPAP8A3.07c,Gly,1,9.84589749879308e-4
SPAC9E9.03,Gly,1,0.0013496470554295664
SPCC1223.07c,Gly,1,0.001014526468594906
SPAC6C3.04,Gly,1,0.0012934987883834385
SPAC3G9.11c,Gly,1,0.00340245604664184
SPCC1795.11,Gly,1,6.627245318879684e-4
SPAC1805.13,Gly,1,7.40390713627854e-4
SPAC1071.08,Gly,1,8.9055238668795e-4
SPCC645.14c,Gly,1,7.452387384617525e-4
SPBC3E7.16c,Gly,1,0.001692105479144518
SPAC1F12.02c,Gly,1,9.4387730369298e-4
SPCC1183.08c,Gly,1,9.86620692941056e-4
SPAP7G5.02c,Gly,1,0.0013889282724569964
SPAC521.03,Gly,1,0.00211475967077339
SPBC11C11.07,Gly,1,8.39803904152477e-4
SPAC1F5.02,Gly,1,7.710450257860524e-4
SPCC16A11.10c,Gly,1,0.0015184597691176019
SPAC1556.07,Gly,1,0.0010219176233898027
SPBC336.10c,Gly,1,4.8552606799576474e-4
SPAC222.12c,Gly,1,0.0012262910100385993
SPBC1778.06c,Gly,1,0.0011152008361275645
SPBC18E5.06,Gly,1,1.7784038970467046e-4
SPACUNK4.10,Gly,1,8.434468272435018e-4
SPCC736.15,Gly,1,0.0025436887076245164
SPAC10F6.13c,Gly,1,0.0014284978742128438
SPBC1539.03c,Gly,1,0.001479566954508073
SPAC343.05,Gly,1,0.0010961552352064773
SPAC26F1.13c,Gly,1,9.25913283184089e-4
SPAC22A12.16,Gly,1,7.980314900488851e-4
SPBC1773.10c,Gly,1,0.0010272109564760737
SPBC1921.05,Gly,1,0.0016556860515935922
SPBC2G5.06c,Gly,1,7.429495528865563e-4
SPBC14F5.09c,Gly,1,0.0010147773700518651
SPAC26H5.09c,Gly,1,6.613574940493867e-4
SPBC1289.03c,Gly,1,8.471144590861847e-4
SPBC17G9.03c,Gly,1,9.694956692910837e-4
SPBC18H10.14;SPAC664.04c,Gly,1,4.303253975491753e-4
SPBC25B2.09c,Gly,1,9.012917213676589e-4
SPAC4G9.09c,Gly,1,0.0014078407438083273
SPAC31G5.04,Gly,1,8.573808041062109e-4
SPAC17A5.15c,Gly,1,7.240608854572521e-4
SPBC776.03,Gly,1,7.388403669249068e-4
SPAC13G6.02c,Gly,1,4.6401055405349926e-4
SPAC25G10.08,Gly,1,6.350122302899806e-4
SPAC9E9.06c,Gly,1,9.602174380998515e-4
SPBC1709.02c,Gly,1,6.999474556274415e-4
SPAC1F12.07,Gly,1,0.00151760515242224
SPBC839.16,Gly,1,6.961596209933823e-4
SPCC550.06c,Gly,1,0.001116726531892259
SPCC24B10.09,Gly,1,5.290117066086086e-4
SPAC6F12.10c,Gly,1,9.114868948462712e-4
SPAC1556.02c,Gly,1,9.559257506679444e-4
SPBC409.10,Gly,1,8.4628055553843e-4
SPBC428.11,Gly,1,7.851835831083255e-4
SPBC21C3.08c,Gly,1,7.042801033585808e-4
SPBC11B10.02c,Gly,1,0.0012988439392261268
SPBC1604.21c,Gly,1,6.407586171297538e-4
SPBC16A3.08c,Gly,1,9.97053655198246e-4
SPBC32F12.10,Gly,1,5.965102916149931e-4
SPAC23A1.11,Gly,1,5.493970397481016e-4
SPCC1223.08c,Gly,1,0.0011696513407599978
SPBC17G9.07,Gly,1,4.5932655282779073e-4
SPCC1322.11;SPAC3G9.03,Gly,1,2.929776251859545e-4
SPCC70.03c,Gly,1,0.0010945961594269235
SPAC13A11.05,Gly,1,5.104064223005801e-4
SPBC460.02c,Gly,1,8.215781783065196e-4
SPCC550.14,Gly,1,7.506649606439176e-4
SPBP22H7.08,Gly,1,5.806193063140078e-4
SPAC17A2.13c,Gly,1,0.0010392893505457646
SPAC3H5.07,Gly,1,5.026646067751941e-4
SPAC4F8.14c,Gly,1,6.445623070902044e-4
SPAC26F1.03,Gly,1,0.0010229557757176282
SPCC23B6.01c,Gly,1,7.619838921550132e-4
SPAC3F10.03,Gly,1,9.139412822269852e-4
SPCC191.02c,Gly,1,6.303209064482659e-4
SPBP35G2.07,Gly,1,0.0011487345033188321
SPBC1773.07c,Gly,1,3.060252056733069e-4
SPBC2F12.14c,Gly,1,8.259647200927514e-4
SPAC4A8.04,Gly,1,0.0013563959755588306
SPBC19C7.06,Gly,1,6.721834862888551e-4
SPAC1687.06c,Gly,1,3.467704876310587e-4
SPBC1703.10,Gly,1,5.105371997120081e-4
SPBC16C6.11,Gly,1,4.94733430916765e-4
SPBC17G9.09,Gly,1,6.676190267382981e-4
SPBC29B5.03c,Gly,1,5.261224268579053e-4
SPBP4G3.02,Gly,1,0.0034753203969570177
SPAC27F1.02c,Gly,1,8.21854745675868e-4
SPBC2F12.04,Gly,1,3.733896336760131e-4
SPCC622.09,Gly,1,6.815299113819348e-4
SPCC962.04,Gly,1,3.267836944402391e-4
SPAC23C11.09,Gly,1,4.5679666811729297e-4
SPCC330.14c;SPAC6G9.09c,Gly,1,6.195164893243734e-4
SPAC24C9.08,Gly,1,0.001240811424154998
SPCC1322.13,Gly,1,9.155739253155307e-4
SPBC2D10.10c,Gly,1,5.889727403198121e-4
SPAC5H10.03,Gly,1,7.742631292469751e-4
SPAC13G6.06c,Gly,1,8.712474216235132e-4
SPAC23D3.04c,Gly,1,9.371386638836313e-4
SPBC16G5.05c,Gly,1,4.7546034745336955e-4
SPAC637.05c,Gly,1,6.14890945425641e-4
SPCC794.07,Gly,1,8.13077873331795e-4
SPAC19A8.04,Gly,1,4.5065682467218174e-4
SPBC685.07c,Gly,1,5.197786615774978e-4
SPAC11E3.15,Gly,1,4.921506668761153e-4
SPAC17G6.14c,Gly,1,7.855667122957583e-4
SPAC9G1.03c,Gly,1,2.3982324701101276e-4
SPBC1711.13,Gly,1,8.363021616462818e-4
SPBC17D11.05,Gly,1,5.790927782356344e-4
SPAC29A4.15,Gly,1,4.5572865666082725e-4
SPAC25G10.05c,Gly,1,8.437057495628531e-4
SPAC11D3.07c,Gly,1,5.236340975260007e-4
SPCC1672.05c,Gly,1,4.445381130234742e-4
SPAC4A8.16c,Gly,1,5.740868674839401e-4
SPCC613.10,Gly,1,6.608451598754706e-4
SPBC8D2.03c;SPBC1105.12;SPAC1834.03c,Gly,1,5.230274161110344e-4
SPAC19G12.09,Gly,1,6.504240717939721e-4
SPCC1827.03c,Gly,1,4.3519721509129353e-4
SPAC959.08,Gly,1,5.886537573482717e-4
SPBC1198.08,Gly,1,6.860136574380581e-4
SPAC343.16,Gly,1,7.461151318720215e-4
SPBP16F5.08c,Gly,1,9.856064292617997e-4
SPCC306.09c,Gly,1,6.680172051039931e-4
SPBC530.07c,Gly,1,3.279706046469186e-4
SPBC4C3.10c,Gly,1,3.580070460042766e-4
SPBC1921.01c,Gly,1,1.1615415573635116e-4
SPBC26H8.07c,Gly,1,0.0014659178524521733
SPCC584.01c,Gly,1,5.986896087941981e-4
SPBC3F6.03,Gly,1,9.888737112473507e-4
SPBC11C11.06c,Gly,1,7.910801317955958e-4
SPBC1734.11,Gly,1,8.644849898535319e-4
SPBC15D4.15,Gly,1,5.136432027309446e-4
SPAC3G9.09c,Gly,1,4.7764811186883045e-4
SPBC1539.06,Gly,1,6.337843792213344e-4
SPBC18H10.02,Gly,1,0.0010094503706248614
SPBC4F6.05c,Gly,1,1.9531121835716012e-5
SPBC1711.06,Gly,1,4.980358397791187e-4
SPBC21C3.13,Gly,1,2.1363310434297436e-4
SPBP8B7.18c,Gly,1,4.548981910171195e-4
SPBC1773.03c,Gly,1,0.0014972971820916333
SPBP19A11.03c,Gly,1,6.800182946765947e-4
SPBC16D10.08c,Gly,1,7.055143482908133e-4
SPBC405.01,Gly,1,5.894445948930252e-4
SPBC56F2.02,Gly,1,2.1628952590146383e-4
SPBC725.01,Gly,1,5.805639489816926e-4
SPAC57A7.12,Gly,1,4.546309542828271e-4
SPBC902.05c,Gly,1,5.271319894600491e-4
SPAC4D7.05,Gly,1,2.4917009324484625e-4
SPBC839.05c,Gly,1,2.9028028295035116e-4
SPAC30C2.04,Gly,1,4.411257216334931e-4
SPBC418.01c,Gly,1,5.129180763511567e-4
SPCC5E4.07,Gly,1,1.20984907569451e-4
SPBC9B6.08,Gly,1,3.061543984492004e-4
SPBP4H10.13;SPAC23C11.02c,Gly,1,5.880997005854393e-4
SPCC306.08c,Gly,1,3.716741088411408e-4
SPAC1635.01,Gly,1,7.153087430464728e-4
SPBC106.03,Gly,1,6.778242854165833e-4
SPAC694.02,Gly,1,7.072966907196138e-4
SPAC1B3.03c,Gly,1,4.8499521658685826e-4
SPBC685.06,Gly,1,4.0216040976136084e-4
SPBC839.17c,Gly,1,3.3671937668568896e-4
SPBC30D10.05c,Gly,1,5.205552289297861e-4
SPAC27E2.03c,Gly,1,4.3617124836555925e-4
SPAC3G9.06,Gly,1,5.884857137148507e-4
SPAC57A7.10c,Gly,1,4.788560432290174e-4
SPBC16A3.15c,Gly,1,5.4537436556672e-4
SPAC4F10.14c,Gly,1,2.6896810523345803e-4
SPBC1677.03c,Gly,1,6.404720624946476e-4
SPCC338.14,Gly,1,5.795109126923623e-4
SPAC8E11.10,Gly,1,2.2710386250988048e-4
SPBC31F10.06c,Gly,1,4.696287770464751e-4
SPAC16.02c,Gly,1,5.275310948337937e-4
SPBC12C2.12c,Gly,1,4.886192222345788e-4
SPBC146.13c,Gly,1,3.764320551565412e-4
SPBC17A3.04c,Gly,1,4.3391155560130616e-4
SPAC139.02c,Gly,1,6.05508383963928e-4
SPBC3D6.02,Gly,1,3.3135304669941164e-4
SPBC646.05c,Gly,1,3.644591229550604e-4
SPAC13A11.02c,Gly,1,6.776435557278402e-4
SPAC6G10.09,Gly,1,4.6877894391200676e-4
SPBC16A3.02c,Gly,1,7.74899121061623e-4
SPBP23A10.15c,Gly,1,5.904993551182933e-4
SPAC23H3.09c,Gly,1,4.0047336101892546e-4
SPBC17D11.07c,Gly,1,4.325782588621711e-4
SPCC1183.02,Gly,1,4.221721217758241e-4
SPCC285.15c;SPAC25G10.06,Gly,1,6.894900756791854e-4
SPBC32F12.03c,Gly,1,5.570237368222294e-4
SPCC18B5.01c,Gly,1,3.6899899311870543e-4
SPCC1393.03,Gly,1,3.225567657472853e-4
SPBC16C6.13c,Gly,1,4.648191158924865e-4
SPAC11E3.07,Gly,1,5.530750568220951e-4
SPBC1778.01c,Gly,1,3.5645059375718217e-4
SPAPB8E5.02c;SPAC1420.03,Gly,1,5.337881215658352e-4
SPBC31A8.01c,Gly,1,4.478181540786912e-4
SPAC17H9.14c,Gly,1,7.876668256081548e-4
SPAC1296.02,Gly,1,3.296026038137436e-4
SPBPJ4664.04,Gly,1,4.4639831416062853e-4
SPBP4H10.04,Gly,1,3.5517420808562836e-4
SPAC31G5.14,Gly,1,5.861375489968568e-4
SPAC4F10.20,Gly,1,4.320695233235363e-4
SPAC4A8.15c,Gly,1,7.546488225931071e-4
SPAC32A11.04c,Gly,1,1.8520755627239168e-4
SPAC14C4.11,Gly,1,6.327000539183669e-4
SPBC26H8.03,Gly,1,6.962126697766185e-4
SPAC10F6.09c,Gly,1,4.9496271589166e-5
SPAPB17E12.13,Gly,1,2.8826299730881183e-4
SPBP4H10.15,Gly,1,2.5429886670294994e-4
SPAC31G5.05c,Gly,1,6.399688411587347e-4
SPCC364.06,Gly,1,0.0011057712903094702
SPACUNK4.07c,Gly,1,3.6260979945994406e-4
SPAC23A1.08c;SPCC1322.15,Gly,1,3.7700034348650346e-4
SPBC16H5.08c,Gly,1,3.5251825227392524e-4
SPAC17C9.03,Gly,1,3.87213913838577e-4
SPAC1B3.16c,Gly,1,0.0016583048966814272
SPAP8A3.04c,Gly,1,2.9216562693809453e-4
SPCC970.05;SPBC405.07,Gly,1,3.7006224892419744e-4
SPAC1D4.04,Gly,1,2.73429337453757e-4
SPAC458.02c,Gly,1,2.2517517940063528e-4
SPCC757.07c,Gly,1,3.484619087614622e-4
SPBC646.10c,Gly,1,5.947062542074788e-4
SPCC1235.14,Gly,1,0.0010823871982669855
SPAC23G3.06,Gly,1,3.45671215320071e-4
SPBC725.09c,Gly,1,1.1453674423732898e-4
SPCC1450.13c,Gly,1,9.69777018975347e-4
SPAC1F7.05,Gly,1,2.2558699026696772e-4
SPACUNK4.16c,Gly,1,5.940581420117757e-4
SPAC11H11.06,Gly,1,3.1133635376105073e-4
SPCC613.06,Gly,1,2.89161660343107e-4
SPCC584.04;REV__SPCC584.04,Gly,1,2.652755540687399e-4
SPCC1840.02c,Gly,1,4.346189160711764e-4
SPAC18G6.04c,Gly,1,5.883370575078474e-4
SPBC1A4.08c,Gly,1,3.1248809398006926e-4
SPAC14C4.02c,Gly,1,2.8578582098020728e-5
SPBC8D2.20c,Gly,1,3.2885367600388605e-4
SPBC18E5.02c,Gly,1,5.708978626063436e-4
SPAC3H8.10,Gly,1,4.1972613353659355e-4
SPBC646.16,Gly,1,3.667265345565022e-4
SPCC1223.14,Gly,1,3.2290570677816373e-4
SPBC12C2.04,Gly,1,7.3280871204749e-4
SPBC146.14c,Gly,1,4.8450599033134437e-4
SPAC1039.10,Gly,1,6.30869766234518e-4
SPBC365.14c,Gly,1,8.145062688862482e-4
SPAC4D7.08c,Gly,1,3.1389241224479936e-4
SPBC106.06,Gly,1,3.0053315894212706e-4
SPAC23C4.02,Gly,1,2.4740828753308834e-4
SPAC19G12.10c,Gly,1,4.425368970166388e-4
SPAC3A12.14,Gly,1,4.3815809225888295e-4
SPAC1805.11c,Gly,1,1.3338285377368945e-4
SPAC1A6.04c,Gly,1,5.12402963894244e-4
SPBC19F5.04,Gly,1,4.0430436781335933e-4
SPCC1450.07c,Gly,1,0.0011982989341716415
SPBC530.14c,Gly,1,3.2321990170328785e-4
SPAC31G5.16c,Gly,1,4.3738938678212233e-4
SPBC342.02,Gly,1,3.1637409378268677e-4
SPAC1782.11,Gly,1,5.881757127535647e-4
SPCC1753.04,Gly,1,2.4319525125190004e-4
SPAC18G6.05c,Gly,1,4.5080623718817193e-4
SPAC2G11.07c,Gly,1,3.127135702476973e-4
SPAC4G9.12,Gly,1,2.8815195968653857e-4
SPCC1281.06c,Gly,1,1.876274205775138e-4
SPAC140.01,Gly,1,3.6217477476703156e-4
SPBC14F5.03c,Gly,1,5.788862373534017e-4
SPCC1442.09,Gly,1,3.881044152149026e-4
SPBC646.13,Gly,1,5.523376951820286e-4
SPBC16C6.08c,Gly,1,7.896771873468275e-5
SPAC3C7.08c,Gly,1,4.109165029209631e-4
SPCC1906.01,Gly,1,3.516007545293024e-4
SPBC8E4.04,Gly,1,2.405745862877783e-4
SPAC1687.04,Gly,1,4.5754924415237873e-4
SPAC1142.02c,Gly,1,3.2838431762412305e-4
SPBC18H10.04c,Gly,1,3.738113124433572e-4
SPAC9E9.13,Gly,1,4.7968579218585656e-4
SPAC2E1P3.04,Gly,1,3.93110801432016e-4
SPAC1142.01,Gly,1,5.495604214281366e-4
SPBC14C8.04,Gly,1,3.626602875080406e-4
SPAC29A4.04c,Gly,1,3.1284383082721804e-4
SPBC354.12,Gly,1,6.203663503687615e-4
SPAC637.07,Gly,1,2.2504512116803296e-4
SPAC1805.02c,Gly,1,3.877193540131122e-4
SPBC18E5.07,Gly,1,3.7193676535824104e-4
SPCC965.06,Gly,1,3.1995391279428795e-4
SPBC9B6.04c,Gly,1,3.3647760999595583e-4
SPCC11E10.01,Gly,1,5.254812163866502e-4
SPAC1039.07c,Gly,1,0.0010217500218295753
SPAC24H6.10c,Gly,1,2.591244868487462e-4
SPAC8C9.04,Gly,1,5.646568182905067e-4
SPCC338.10c,Gly,1,2.996075663239856e-4
SPAC22F8.08,Gly,1,4.7944604647335025e-4
SPBC17A3.07,Gly,1,4.230760186676649e-4
SPBC16E9.05,Gly,1,3.3892714503775973e-4
SPCC1322.14c,Gly,1,4.8066138442849843e-4
SPAC630.03,Gly,1,3.231069138753701e-4
SPBC2G2.12,Gly,1,3.6746483865475265e-4
SPBC8D2.04;SPBC1105.11c;SPAC1834.04,Gly,1,2.6830385761538285e-4
SPCC16C4.10,Gly,1,3.7444928984944084e-4
SPBC646.11,Gly,1,3.413309576502693e-4
SPBC337.05c,Gly,1,1.51646368654244e-4
SPBC30D10.13c,Gly,1,7.041953695897203e-4
SPBC13G1.02,Gly,1,3.0083109334863166e-4
SPCC1672.02c,Gly,1,2.6311422732478915e-4
SPCC1442.06,Gly,1,2.2182356983523472e-4
SPAC1486.01,Gly,1,4.892909352578034e-4
SPCC645.08c,Gly,1,2.6148863647490185e-4
SPBC14F5.06,Gly,1,3.0175631242240037e-4
SPAC6G10.04c,Gly,1,2.6169199761984544e-4
SPBC25H2.12c,Gly,1,2.2426950748773573e-4
SPCC1682.16,Gly,1,3.700949199772553e-4
SPBC16C6.07c,Gly,1,2.3937624746734094e-4
SPAC1071.07c,Gly,1,2.1307275115207914e-4
SPCC18.18c,Gly,1,4.2073978245002773e-4
SPCC364.03,Gly,1,2.657175739344926e-4
SPBC23G7.12c,Gly,1,3.835387032066955e-4
SPBP4H10.12,Gly,1,2.842554428280788e-4
SPBC16D10.01c,Gly,1,3.782966067524409e-5
SPBC582.09,Gly,1,1.9933174496989306e-4
SPBC12C2.06,Gly,1,3.009307835949492e-4
SPBPB21E7.07,Gly,1,7.933903355339508e-4
SPBC713.12,Gly,1,1.5523217035650632e-4
SPBC21B10.08c,Gly,1,2.835742028035771e-4
SPAC17A2.03c,Gly,1,3.3514960467857595e-4
SPAC328.03,Gly,1,6.017348865559808e-4
SPCC330.05c,Gly,1,2.0825339080257605e-4
SPAC17G6.06,Gly,1,3.306251659594156e-4
SPCC613.05c,Gly,1,2.1515137557061604e-4
SPAC644.15,Gly,1,2.3883862715530103e-4
SPBC1685.13,Gly,1,2.623121233926864e-4
SPAC11G7.03,Gly,1,4.7706342446743257e-4
SPAC688.11,Gly,1,4.792365750495409e-4
SPBC776.09,Gly,1,2.3918464786162693e-4
SPBC1685.09,Gly,1,7.581391673858126e-5
SPAC1834.01,Gly,1,2.918394758518896e-4
SPAC56F8.03,Gly,1,3.4114916688618316e-4
SPAC23A1.12c,Gly,1,3.3853371534555863e-4
SPBC4.06,Gly,1,4.86099528382736e-4
SPAC15E1.03,Gly,1,2.1806775261388e-4
SPBC725.15,Gly,1,4.016976371258827e-4
SPAC22F8.06,Gly,1,3.6294397988119535e-4
SPAC1F7.04,Gly,1,2.6313716803286853e-4
SPAC1002.17c,Gly,1,2.965615756132701e-4
SPAC806.04c,Gly,1,5.076918327313365e-4
SPBC4F6.17c,Gly,1,6.118769232852704e-4
SPAC22F8.05,Gly,1,6.570513542629486e-4
SPAC20H4.09,Gly,1,5.909846109385229e-4
SPCC338.15,Gly,1,3.227608343588561e-4
SPAC20G8.06,Gly,1,3.5879346530905094e-4
SPAC1834.11c,Gly,1,2.733119839661553e-4
SPCC162.02c,Gly,1,1.506727909097404e-4
SPBC428.03c,Gly,1,2.89168516215544e-4
SPAC30.04c,Gly,1,4.951202399772815e-4
SPBC713.02c,Gly,1,3.831745385605565e-4
SPAPB8E5.09,Gly,1,3.033246562888862e-4
SPAC1805.16c,Gly,1,3.2724343311791985e-4
SPBC56F2.09c,Gly,1,4.998813787389523e-4
SPAC3F10.04,Gly,1,2.593432527742332e-4
SPAC13C5.01c,Gly,1,2.2976533700982843e-4
SPAC3H1.07,Gly,1,1.2301039922579663e-4
SPBC146.07,Gly,1,2.0828588916300533e-5
SPBC3F6.02c,Gly,1,3.577320089457975e-4
SPCC825.01,Gly,1,3.502766413997529e-4
SPBP8B7.25,Gly,1,2.612788106947896e-4
SPBC106.18,Gly,1,1.5918615498576868e-4
SPBC660.07,Gly,1,3.55408037393533e-4
SPAC8C9.08,Gly,1,1.1841619966214985e-4
SPAC1687.21,Gly,1,8.373913906224765e-4
SPBP4H10.11c,Gly,1,3.0643416075677634e-4
SPBC119.01,Gly,1,1.8877588437130692e-4
SPAC19G12.15c,Gly,1,2.754818170057456e-4
SPAC20G8.04c,Gly,1,3.502589033997551e-4
SPBC12C2.11,Gly,1,4.049761202095064e-4
SPAC18G6.03,Gly,1,1.8586785488601388e-4
SPCC1682.09c,Gly,1,2.7637232884829114e-4
SPAC9G1.05,Gly,1,1.4042506594285533e-4
SPBC776.15c,Gly,1,2.2437556917002558e-4
SPBC4.07c,Gly,1,3.3404851697682407e-4
SPCC1442.16c,Gly,1,3.900426828896347e-4
SPAC10F6.03c,Gly,1,3.327761677774183e-4
SPAC5H10.06c,Gly,1,2.626283614734557e-4
SPAC6B12.12,Gly,1,2.0981725562532885e-4
SPCC1672.03c,Gly,1,2.9616707313352746e-4
SPBC106.04,Gly,1,2.1320716393023663e-4
